"","date","Prieta_pool0"
"537","2008-02-26",0.00914583333333333
"538","2008-02-27",0.009125
"539","2008-02-28",0.00954166666666667
"540","2008-02-29",0.015625
"541","2008-03-01",0.00923958333333333
"542","2008-03-02",0.00994791666666667
"543","2008-03-03",0.0390416666666667
"544","2008-03-04",0.009375
"545","2008-03-05",0.00978125
"546","2008-03-06",0.00970833333333333
"547","2008-03-07",0.0145104166666667
"548","2008-03-08",0.00901041666666667
"549","2008-03-09",0.0090625
"550","2008-03-10",0.00904166666666667
"551","2008-03-11",0.00904166666666667
"552","2008-03-12",0.0101770833333333
"553","2008-03-13",0.0105520833333333
"554","2008-03-14",0.0111041666666667
"555","2008-03-15",0.0116979166666667
"556","2008-03-16",0.011625
"557","2008-03-17",0.01025
"558","2008-03-18",0.0133645833333333
"559","2008-03-19",0.00965625
"560","2008-03-20",0.0101041666666667
"561","2008-03-21",0.01371875
"562","2008-03-22",0.00951041666666667
"563","2008-03-23",0.00933333333333333
"564","2008-03-24",0.0101145833333333
"565","2008-03-25",0.0105625
"566","2008-03-26",0.0101979166666667
"567","2008-03-27",0.01134375
"568","2008-03-28",0.0103333333333333
"569","2008-03-29",0.01290625
"570","2008-03-30",0.01359375
"571","2008-03-31",0.0135208333333333
"572","2008-04-01",0.0122395833333333
"573","2008-04-02",0.0770729166666667
"574","2008-04-03",0.23965625
"575","2008-04-04",0.0388854166666667
"576","2008-04-05",0.0101979166666667
"577","2008-04-06",0.0148020833333333
"578","2008-04-07",0.0113854166666667
"579","2008-04-08",0.02021875
"580","2008-04-09",0.02153125
"581","2008-04-10",0.00901041666666667
"582","2008-04-11",0.0094375
"583","2008-04-12",0.0101145833333333
"584","2008-04-13",0.0105104166666667
"585","2008-04-14",0.0101979166666667
"586","2008-04-15",0.00936458333333333
"587","2008-04-16",0.010625
"588","2008-04-17",0.0108958333333333
"589","2008-04-18",0.01165625
"590","2008-04-19",0.01203125
"591","2008-04-20",0.0125104166666667
"592","2008-04-21",0.0131458333333333
"593","2008-04-22",0.0114166666666667
"594","2008-04-23",0.0131041666666667
"595","2008-04-24",0.0136875
"596","2008-04-25",0.0214895833333333
"597","2008-04-26",0.0105416666666667
"598","2008-04-27",0.04475
"599","2008-04-28",0.0868854166666667
"600","2008-04-29",0.0114375
"601","2008-04-30",0.00957291666666667
"602","2008-05-01",0.00994791666666667
"603","2008-05-02",0.01025
"604","2008-05-03",0.00989583333333333
"605","2008-05-04",0.00989583333333333
"606","2008-05-05",0.0104791666666667
"607","2008-05-06",0.01159375
"608","2008-05-07",0.0120729166666667
"609","2008-05-08",0.0125
"610","2008-05-09",0.0130104166666667
"611","2008-05-10",0.0134270833333333
"612","2008-05-11",0.0139479166666667
"613","2008-05-12",0.01371875
"614","2008-05-13",0.01434375
"615","2008-05-14",0.0152083333333333
"616","2008-05-15",0.0150729166666667
"617","2008-05-16",0.0142916666666667
"618","2008-05-17",0.0153125
"619","2008-05-18",0.0158020833333333
"620","2008-05-19",0.0160208333333333
"621","2008-05-20",0.0164270833333333
"622","2008-05-21",0.0164166666666667
"623","2008-05-22",0.0157916666666667
"624","2008-05-23",0.0133541666666667
"625","2008-05-24",0.0140416666666667
"626","2008-05-25",0.0153854166666667
"627","2008-05-26",0.0164895833333333
"628","2008-05-27",0.01503125
"629","2008-05-28",0.0185416666666667
"630","2008-05-29",0.0124375
"631","2008-05-30",0.0171145833333333
"632","2008-05-31",0.0158125
"633","2008-06-01",0.01215625
"634","2008-06-02",0.0140416666666667
"635","2008-06-03",0.062125
"636","2008-06-04",0.0368958333333333
"637","2008-06-05",0.0331875
"638","2008-06-06",0.0104583333333333
"639","2008-06-07",0.0136354166666667
"640","2008-06-08",0.0163020833333333
"641","2008-06-09",0.0175416666666667
"642","2008-06-10",0.0183229166666667
"643","2008-06-11",0.0175625
"644","2008-06-12",0.01759375
"645","2008-06-13",0.0124583333333333
"646","2008-06-14",0.0136354166666667
"647","2008-06-15",0.0143541666666667
"648","2008-06-16",0.0199583333333333
"649","2008-06-17",0.0194583333333333
"650","2008-06-18",0.0188854166666667
"651","2008-06-19",0.0190833333333333
"652","2008-06-20",0.017
"653","2008-06-21",0.0166875
"654","2008-06-22",0.01728125
"655","2008-06-23",0.0211145833333333
"656","2008-06-24",0.0116875
"657","2008-06-25",0.0188229166666667
"658","2008-06-26",0.0175729166666667
"659","2008-06-27",0.0159479166666667
"660","2008-06-28",0.0173645833333333
"661","2008-06-29",0.0120416666666667
"662","2008-06-30",0.0140520833333333
"663","2008-07-01",0.0170208333333333
"664","2008-07-02",0.0103125
"665","2008-07-03",0.01421875
"666","2008-07-04",0.01634375
"667","2008-07-05",0.03634375
"668","2008-07-06",0.0100520833333333
"669","2008-07-07",0.0158125
"670","2008-07-08",0.0177916666666667
"671","2008-07-09",0.0134479166666667
"672","2008-07-10",0.0248333333333333
"673","2008-07-11",0.0113854166666667
"674","2008-07-12",0.0130208333333333
"675","2008-07-13",0.0157291666666667
"676","2008-07-14",0.0180729166666667
"677","2008-07-15",0.01175
"678","2008-07-16",0.0111770833333333
"679","2008-07-17",0.0129270833333333
"680","2008-07-18",0.0115729166666667
"681","2008-07-19",0.0145104166666667
"682","2008-07-20",0.0171666666666667
"683","2008-07-21",0.0175729166666667
"684","2008-07-22",0.0188229166666667
"685","2008-07-23",0.01896875
"686","2008-07-24",0.0166875
"687","2008-07-25",0.0173229166666667
"688","2008-07-26",0.02065625
"689","2008-07-27",0.0222395833333333
"690","2008-07-28",0.0225625
"691","2008-07-29",0.0227708333333333
"692","2008-07-30",0.0203854166666667
"693","2008-07-31",0.0273645833333333
"694","2008-08-01",0.168447916666667
"695","2008-08-02",0.06165625
"696","2008-08-03",0.0154895833333333
"697","2008-08-04",0.00960416666666667
"698","2008-08-05",0.01025
"699","2008-08-06",0.01125
"700","2008-08-07",0.01353125
"701","2008-08-08",0.014125
"702","2008-08-09",0.0123958333333333
"703","2008-08-10",0.0145833333333333
"704","2008-08-11",0.0159270833333333
"705","2008-08-12",0.0174166666666667
"706","2008-08-13",0.0179270833333333
"707","2008-08-14",0.0160208333333333
"708","2008-08-15",0.092875
"709","2008-08-16",0.0127708333333333
"710","2008-08-17",0.0116666666666667
"711","2008-08-18",0.0136041666666667
"712","2008-08-19",0.0149895833333333
"713","2008-08-20",0.01509375
"714","2008-08-21",0.0147083333333333
"715","2008-08-22",0.0138333333333333
"716","2008-08-23",0.0141041666666667
"717","2008-08-24",0.0168020833333333
"718","2008-08-25",0.0606458333333333
"719","2008-08-26",0.01303125
"720","2008-08-27",0.0110729166666667
"721","2008-08-28",0.0119270833333333
"722","2008-08-29",0.0150833333333333
"723","2008-08-30",0.0163333333333333
"724","2008-08-31",0.0161770833333333
"725","2008-09-01",0.0139895833333333
"726","2008-09-02",0.0098125
"727","2008-09-03",0.405895833333333
"728","2008-09-04",0.0305625
"729","2008-09-05",0.0208229166666667
"730","2008-09-06",0.00904166666666667
"731","2008-09-07",0.132875
"732","2008-09-08",0.0489895833333333
"733","2008-09-09",0.0171145833333333
"734","2008-09-10",0.01003125
"735","2008-09-11",0.009
"736","2008-09-12",0.0190416666666667
"737","2008-09-13",0.009
"738","2008-09-14",0.0131770833333333
"739","2008-09-15",0.009125
"740","2008-09-16",0.00925
"741","2008-09-17",0.00969791666666667
"742","2008-09-18",0.0100416666666667
"743","2008-09-19",0.0200208333333333
"744","2008-09-20",0.0240833333333333
"745","2008-09-21",0.355125
"746","2008-09-22",0.43225
"747","2008-09-23",0.124177083333333
"748","2008-09-24",0.0500208333333333
"749","2008-09-25",0.0196458333333333
"750","2008-09-26",0.0158020833333333
"751","2008-09-27",0.0113958333333333
"752","2008-09-28",0.0104375
"753","2008-09-29",0.00927083333333333
"754","2008-09-30",0.00901041666666667
"755","2008-10-01",0.009
"756","2008-10-02",0.00901041666666667
"757","2008-10-03",0.009
"758","2008-10-04",0.009
"759","2008-10-05",0.009
"760","2008-10-06",0.0612083333333333
"761","2008-10-07",0.00979166666666667
"762","2008-10-08",0.0095
"763","2008-10-09",0.009
"764","2008-10-10",0.013375
"765","2008-10-11",0.0355104166666667
"766","2008-10-12",0.0675729166666667
"767","2008-10-13",0.296802083333333
"768","2008-10-14",0.0613229166666667
"769","2008-10-15",0.110375
"770","2008-10-16",0.11471875
"771","2008-10-17",0.0226041666666667
"772","2008-10-18",0.0148125
"773","2008-10-19",0.0123645833333333
"774","2008-10-20",0.01065625
"775","2008-10-21",0.009625
"776","2008-10-22",0.00902083333333333
"777","2008-10-23",0.0190625
"778","2008-10-24",0.01109375
"779","2008-10-25",0.009
"780","2008-10-26",0.00902083333333333
"781","2008-10-27",0.009
"782","2008-10-28",0.009
"783","2008-10-29",0.0173854166666667
"784","2008-10-30",0.01690625
"785","2008-10-31",0.01309375
"786","2008-11-01",0.0148541666666667
"787","2008-11-02",0.0095625
"788","2008-11-03",0.009
"789","2008-11-04",0.009
"790","2008-11-05",0.009
"791","2008-11-06",0.00920833333333333
"792","2008-11-07",0.00945833333333333
"793","2008-11-08",0.01190625
